Gender,Best_event,Max_level,n_dist,S,b,E,CS_ms,CS_kmh,D_prime
Male,400,Regional,3,15.812796,0.205204,0.794796,4.418585,15.90691,157.265
Male,1500,Interregional,4,11.150126,0.107077,0.892923,5.242844,18.87424,194.683
Female,800,National,4,11.836035,0.132719,0.867281,4.782101,17.21556,174.385
Male,800,Interregional,3,20.217468,0.234892,0.765108,4.573761,16.46554,210.201
Female,3000,Interregional,4,6.917061,0.067969,0.932031,4.073968,14.66629,196.2
Female,3000,Regional,3,8.560804,0.112038,0.887962,3.897596,14.03134,163.183
Male,800,Interregional,4,13.836359,0.157773,0.842227,4.499462,16.19806,222.19
Female,5000,National,3,8.164461,0.070637,0.929363,4.884057,17.5826,164.095
Male,1500,National,4,12.491836,0.122109,0.877891,5.211442,18.76119,252.234
Male,800,Regional,3,10.08414,0.100664,0.899336,4.889661,17.60278,185.801
Male,1500,Interregional,3,10.557451,0.105055,0.894945,4.881964,17.57507,269.286
Female,1500,Regional,4,9.547915,0.126913,0.873087,3.502164,12.60779,360.267
Female,1500,National,4,10.147249,0.10134,0.89866,4.510032,16.23612,342.551
Male,3000,Interregional,3,9.216844,0.080674,0.919326,5.020885,18.07519,255.591
Male,1500,Interregional,3,11.960194,0.121155,0.878845,5.787573,20.83526,94.293
Female,800,Regional,3,11.616805,0.164265,0.835735,4.092626,14.73345,131.882
Male,1500,Interregional,3,9.530087,0.084168,0.915832,4.894953,17.62183,327.405
Male,3000,Regional,5,9.530457,0.094294,0.905706,4.92719,17.73788,135.412
Male,1500,Regional,4,10.279449,0.11538,0.88462,4.29367,15.45721,293.032
Male,1500,Regional,3,13.117185,0.151494,0.848506,5.255601,18.92017,113.166
Male,800,Regional,4,13.458997,0.162011,0.837989,4.502234,16.20804,188.991
Female,5000,Interregional,5,7.830488,0.078888,0.921112,4.182958,15.05865,256.361
Male,1500,National,3,11.28785,0.093668,0.906332,5.369165,19.32899,414.005
Male,3000,Regional,4,7.168019,0.065267,0.934733,4.155756,14.96072,338.795
Female,800,Regional,3,12.878497,0.188744,0.811256,3.320266,11.95296,283.415
Male,800,Interregional,3,12.107313,0.123191,0.876809,5.70613,20.54207,106.087
Male,1500,Interregional,3,12.387514,0.131005,0.868995,4.723329,17.00398,275.921
Female,1500,Interregional,4,8.23007,0.091029,0.908971,4.199358,15.11769,169.143
Female,1500,Interregional,4,9.196514,0.104485,0.895515,4.222257,15.20013,233.727
Male,800,National,3,13.700903,0.136282,0.863718,6.070918,21.8553,109.951
Male,1500,Interregional,3,10.475703,0.102432,0.897568,5.149813,18.53933,179.117
Female,800,Interregional,5,11.39596,0.139141,0.860859,4.029405,14.50586,268.019
Male,5000,Interregional,3,7.776156,0.057437,0.942563,5.103358,18.37209,149.885
Male,800,Regional,4,12.855971,0.150633,0.849367,4.655454,16.75964,179.049
Male,800,Regional,3,14.013684,0.166408,0.833592,5.018132,18.06528,136.976
Male,400,Regional,3,16.14442,0.213493,0.786507,4.28763,15.43547,158.44
Male,1500,Interregional,3,12.058875,0.123483,0.876517,5.75318,20.71145,95.782
Male,10000,Regional,4,7.939861,0.069177,0.930823,4.573842,16.46583,278.587
Male,5000,Regional,3,4.958878,0.014751,0.985249,4.477985,16.12075,14.138
Male,800,Interregional,4,12.804093,0.141054,0.858946,4.562701,16.42572,302.079
Male,800,Interregional,5,13.520115,0.146913,0.853087,4.732605,17.03738,239.982
Male,3000,Regional,3,8.816159,0.081903,0.918097,4.501681,16.20605,455.685
Female,3000,National,5,8.893835,0.079021,0.920979,4.838822,17.41976,228.205
Female,1500,Regional,3,10.104394,0.141231,0.858769,4.112781,14.80601,114.459
Male,1500,Regional,3,12.266354,0.148574,0.851426,4.473342,16.10403,170.402
Female,1500,Regional,3,10.116409,0.153248,0.846752,3.308354,11.91008,252.863
Female,1500,National,3,11.479576,0.133859,0.866141,5.060764,18.21875,103.992
Female,3000,Interregional,3,8.854256,0.100711,0.899289,4.433669,15.96121,141.786
Male,1500,Interregional,3,17.058566,0.189474,0.810526,4.459649,16.05473,342.032
Male,3000,Interregional,4,9.787495,0.083098,0.916902,5.418773,19.50758,168.591
Male,800,Regional,3,12.71764,0.147473,0.852527,5.105727,18.38062,124.61
Male,1500,Regional,3,10.708228,0.113453,0.886547,4.914371,17.69174,178.62
Female,5000,National,4,8.488398,0.07045,0.92955,4.834904,17.40565,251.195
Male,800,National,3,15.645863,0.17049,0.82951,5.527839,19.90022,144.381
Female,1500,National,4,12.495504,0.155005,0.844995,4.139404,14.90185,232.738
Female,400,Regional,3,15.265856,0.217112,0.782888,3.813003,13.72681,172.25
Female,1500,Interregional,4,9.892068,0.122483,0.877517,3.85294,13.87058,317.774
Male,800,Regional,3,10.924501,0.137041,0.862959,4.353579,15.67289,158.295
Male,800,Regional,3,13.910095,0.175777,0.824223,4.524366,16.28772,161.427
Male,1500,Interregional,4,10.516805,0.104622,0.895378,4.990737,17.96665,196.402
Male,400,Regional,3,14.799414,0.182238,0.817762,4.790342,17.24523,146.751
Male,10000,Interregional,3,8.628589,0.06892,0.93108,5.040152,18.14455,238.753
Male,800,Interregional,3,14.967609,0.174525,0.825475,5.123941,18.44619,142.921
Male,10000,Regional,3,7.916611,0.074762,0.925238,4.251233,15.30444,436.284
Female,1500,Interregional,3,10.76292,0.131345,0.868655,4.276019,15.39367,213.161
Male,800,Interregional,3,14.259338,0.163203,0.836797,4.34809,15.65312,214.96
Male,800,Regional,4,14.858326,0.179753,0.820247,4.298749,15.4755,231.13
Male,800,Regional,3,9.352109,0.101844,0.898156,4.888246,17.59769,96.046
Female,400,Regional,3,13.793365,0.207524,0.792476,3.700548,13.32197,150.651
Male,800,Regional,3,14.514052,0.17773,0.82227,4.823879,17.36596,145.047
Male,400,Interregional,4,18.274842,0.227019,0.772981,3.915697,14.09651,244.046
Male,1500,Interregional,4,11.259092,0.109621,0.890379,5.44776,19.61193,133.241
Male,3000,Regional,3,7.309476,0.072202,0.927798,4.201793,15.12645,219.697
Male,800,Interregional,3,14.419099,0.158369,0.841631,5.514644,19.85272,128.924
Male,1500,Interregional,4,11.834371,0.116544,0.883456,5.147957,18.53265,233.168
Male,1500,Interregional,3,12.162346,0.120368,0.879632,5.370439,19.33358,192.859
Male,800,Interregional,3,14.891721,0.173011,0.826989,5.102625,18.36945,147.788
Male,400,Interregional,3,20.624507,0.252949,0.747051,4.373989,15.74636,178.773
Female,1500,Regional,4,9.872091,0.130568,0.869432,3.992495,14.37298,159.898
Female,400,Interregional,3,13.963602,0.187469,0.812531,4.280677,15.41044,151.995
Female,800,Regional,3,16.785507,0.242212,0.757788,3.299524,11.87829,229.284
Female,1500,Interregional,4,9.200153,0.100062,0.899938,4.38187,15.77473,223.02
Female,800,Interregional,4,12.365474,0.152292,0.847708,4.408561,15.87082,176.793
Male,1500,Interregional,3,9.76808,0.076248,0.923752,6.094387,21.93979,73.642
Female,800,Regional,3,12.78051,0.175693,0.824307,3.64298,13.11473,277.55
Female,10000,Interregional,4,7.644981,0.079844,0.920156,4.084987,14.70595,204.27
Female,1500,Regional,4,10.503724,0.142164,0.857836,3.624609,13.04859,227.958
Female,400,Regional,3,12.762615,0.204385,0.795615,3.526401,12.69504,132.244
Male,800,Interregional,4,14.74559,0.164863,0.835137,4.852301,17.46828,204.185
Male,400,Interregional,4,14.423428,0.168326,0.831674,4.241059,15.26781,259.25
Male,1500,Interregional,3,12.687614,0.127046,0.872954,5.317683,19.14366,212.822
Male,3000,Interregional,5,12.062884,0.125166,0.874834,4.969963,17.89187,205.014
Female,400,Regional,3,12.200384,0.17909,0.82091,3.934605,14.16458,134.221
Male,800,Regional,3,12.93119,0.154536,0.845464,4.992975,17.97471,124.291
Female,800,National,5,11.167232,0.118067,0.881933,4.84363,17.43707,182.757
Male,800,Interregional,4,12.246755,0.130394,0.869606,5.091893,18.33081,165.075
Male,800,Interregional,3,13.352575,0.138171,0.861829,4.891488,17.60936,276.888
Male,5000,Regional,3,8.364053,0.070009,0.929991,5.004718,18.01699,180.368
Male,1500,Regional,4,11.029979,0.117395,0.882605,4.965394,17.87542,155.448
Male,3000,National,3,7.846493,0.043533,0.956467,5.681812,20.45452,137.181
Male,800,Regional,3,12.409381,0.148689,0.851311,4.904099,17.65476,127.506
Male,400,Regional,3,16.526723,0.2055,0.7945,4.584726,16.50501,168.018
Female,1500,National,5,8.809142,0.089037,0.910963,4.329834,15.5874,306.268
Male,1500,Regional,3,11.337866,0.118214,0.881786,4.671559,16.81761,344.812
Female,3000,Regional,4,8.28223,0.113614,0.886386,3.60458,12.97649,164.59
Female,1500,Regional,4,10.101018,0.125897,0.874103,3.896995,14.02918,293.884
Female,1500,Regional,4,11.623994,0.154194,0.845806,3.965706,14.27654,196.533
Female,800,Regional,3,12.230187,0.168406,0.831594,4.195441,15.10359,139.087
Male,1500,Interregional,4,11.906492,0.118763,0.881237,4.99374,17.97746,275.882
Female,800,Regional,3,11.009383,0.152798,0.847202,3.721658,13.39797,233.406
Female,3000,Regional,3,8.191198,0.109124,0.890876,3.499385,12.59779,318.47
Female,1500,National,5,8.803014,0.088638,0.911362,4.411119,15.88003,258.056
Male,10000,Interregional,4,7.043539,0.042663,0.957337,5.02291,18.08248,178.152
Male,1500,Interregional,4,11.001053,0.100689,0.899311,5.373008,19.34283,203.986
Male,10000,National,5,9.235128,0.067284,0.932716,5.532463,19.91687,205.787
Male,400,Regional,4,16.237736,0.195569,0.804431,4.223063,15.20303,245.942
Female,1500,Interregional,4,11.242602,0.135191,0.864809,4.469506,16.09022,166.622
Female,1500,Interregional,3,8.670735,0.097271,0.902729,4.193281,15.09581,241.154
Male,5000,Regional,3,8.407363,0.083305,0.916695,4.580712,16.49056,158.338
Female,800,Interregional,3,14.658166,0.198272,0.801728,4.11346,14.80846,171.383
Female,400,Regional,3,18.815832,0.259938,0.740062,3.388001,12.1968,228.024
Male,1500,Regional,3,10.317271,0.127721,0.872279,3.969575,14.29047,304.458
Male,400,Regional,4,18.611281,0.269195,0.730805,2.608488,9.39056,223.105
Female,800,National,3,11.17597,0.124655,0.875345,5.094523,18.34028,115.715
Male,400,Regional,3,15.735763,0.200109,0.799891,4.634467,16.68408,143.763
Male,400,Regional,3,14.949061,0.178906,0.821094,4.983466,17.94048,142.447
Male,10000,Regional,5,7.701173,0.069374,0.930626,4.433831,15.96179,238.552
Male,1500,Interregional,3,10.595165,0.103662,0.896338,4.946026,17.80569,271.741
Male,800,Interregional,5,13.12369,0.136982,0.863018,4.522632,16.28148,313.979
Female,800,Interregional,4,14.068896,0.195161,0.804839,3.667307,13.2023,212.423
Male,800,Regional,4,12.33737,0.141743,0.858257,4.6812,16.85232,184.353
Male,800,Regional,3,14.124349,0.165343,0.834657,5.126644,18.45592,133.276
Male,1500,National,4,13.248697,0.130527,0.869473,5.127889,18.4604,298.627
Male,1500,Regional,3,11.301253,0.11701,0.88299,4.813953,17.33023,235.635
Male,800,Regional,4,15.765826,0.199453,0.800547,3.929335,14.14561,252.231
Male,800,Regional,3,12.807562,0.163691,0.836309,4.13219,14.87588,182.381
Female,3000,Regional,3,6.207231,0.074638,0.925362,3.479666,12.5268,181.614
Male,800,Regional,3,13.358638,0.173448,0.826552,4.517388,16.2626,139.573
Male,1500,Regional,5,9.524117,0.099356,0.900644,4.376046,15.75377,299.427
Male,400,Regional,5,12.598212,0.142798,0.857202,4.61255,16.60518,203.808
Male,800,Interregional,3,15.880697,0.189548,0.810452,4.85893,17.49215,164.164
Male,800,National,3,21.120194,0.237346,0.762654,4.736593,17.05173,213.747
Male,10000,Interregional,3,8.173676,0.065626,0.934374,4.901716,17.64618,215.477
Male,800,Regional,3,12.560353,0.156505,0.843495,4.228878,15.22396,235.813
Male,800,Interregional,3,14.026242,0.149191,0.850809,5.716096,20.57795,119.029
Female,800,Interregional,3,14.069555,0.18698,0.81302,4.227812,15.22012,168.278
Male,1500,Regional,3,11.439073,0.125979,0.874021,4.806949,17.30502,198.271
Female,1500,Regional,3,10.642522,0.146257,0.853743,3.729718,13.42698,239.683
Male,3000,Interregional,5,9.86145,0.088132,0.911868,5.313547,19.12877,141.65
Female,5000,Regional,4,7.994861,0.090026,0.909974,4.270868,15.37513,99.759
Male,10000,Interregional,4,8.469541,0.066034,0.933966,5.083666,18.3012,206.98
Male,1500,Interregional,3,12.884928,0.129022,0.870978,5.962159,21.46377,101.925
Male,1500,Interregional,3,10.25463,0.09331,0.90669,5.813722,20.9294,79.044
Female,800,National,4,12.687275,0.156075,0.843925,4.316484,15.53934,201.784
Female,5000,Regional,3,7.493793,0.089487,0.910513,3.799115,13.67681,227.329
Male,1500,Interregional,3,9.393884,0.079508,0.920492,5.266803,18.96049,170.047
Male,5000,Regional,3,7.30064,0.060435,0.939565,4.358463,15.69047,375.638
Male,800,Interregional,6,11.519672,0.114123,0.885877,4.780522,17.20988,297.437
Female,800,National,3,12.544195,0.15575,0.84425,4.72344,17.00438,132.614
Male,800,Interregional,4,14.795959,0.174376,0.825624,4.566607,16.43979,203.535
Male,800,Interregional,4,11.273024,0.114371,0.885629,4.98913,17.96087,216.875
Male,800,Interregional,3,13.083913,0.142466,0.857534,4.189301,15.08148,365.001
Male,10000,Regional,4,7.250818,0.057234,0.942766,4.58039,16.4894,243.321
Male,800,Interregional,4,13.566523,0.158114,0.841886,4.651661,16.74598,192.066
Female,1500,Interregional,3,9.243513,0.106388,0.893612,4.806872,17.30474,79.627
Female,800,Regional,5,9.182679,0.11727,0.88273,3.910013,14.07605,176.743
Male,800,Regional,3,14.854067,0.1821,0.8179,4.753459,17.11245,155.402
Male,400,Regional,3,17.896776,0.222188,0.777812,4.482512,16.13704,177.24
Male,3000,Regional,3,8.727357,0.096137,0.903863,4.214812,15.17332,268.716
Male,800,Interregional,3,13.437275,0.149263,0.850737,4.794649,17.26073,241.649
Female,800,National,3,11.509309,0.129192,0.870808,4.447858,16.01229,257.56
Male,10000,Regional,3,9.358376,0.106104,0.893896,4.14858,14.93489,139.826
Male,800,Regional,4,11.365497,0.136626,0.863374,4.55744,16.40679,149.088
Male,800,Regional,3,16.808802,0.211221,0.788779,4.388813,15.79973,185.662
Male,800,Regional,3,13.169652,0.15758,0.84242,4.990824,17.96697,126.805
Male,3000,Interregional,4,11.446142,0.112054,0.887946,5.073848,18.26585,250.518
Male,800,National,4,14.281721,0.152477,0.847523,4.955104,17.83838,227.351
Female,400,Regional,3,10.382802,0.152587,0.847413,3.623256,13.04372,153.753
Female,5000,Regional,3,6.275689,0.062252,0.937748,3.888828,13.99978,178.089
Male,800,Regional,3,14.703329,0.176175,0.823825,4.900177,17.64064,151.498
Male,1500,Interregional,4,10.09426,0.086662,0.913338,5.418306,19.5059,188.439
Male,1500,Interregional,3,13.344362,0.14764,0.85236,4.755952,17.12143,256.446
Female,800,Interregional,3,12.770218,0.17205,0.82795,4.277104,15.39757,145.604
Female,800,Regional,3,11.4531,0.156598,0.843402,4.157389,14.9666,142.538
Female,400,Interregional,3,16.596195,0.222013,0.777987,3.999081,14.39669,188.684
Male,1500,Interregional,4,11.939874,0.123361,0.876639,4.523665,16.2852,363.219
Male,10000,Regional,4,8.434794,0.079661,0.920339,4.519664,16.27079,271.53
Male,1500,Regional,3,9.098937,0.098535,0.901465,4.343542,15.63675,265.152
Male,400,Regional,4,17.188461,0.207864,0.792136,4.152285,14.94823,244.443
Male,800,Regional,6,11.152546,0.121356,0.878644,4.468805,16.0877,240.072
Male,800,Interregional,3,14.146946,0.154666,0.845334,5.506528,19.8235,129.508
Male,800,Regional,3,16.664804,0.207,0.793,4.530627,16.31026,176.081
Female,5000,Interregional,3,8.38607,0.093511,0.906489,3.783546,13.62077,513.16
Male,1500,National,5,10.817211,0.091398,0.908602,5.417334,19.5024,205.599
Male,1500,Regional,3,13.361662,0.149478,0.850522,4.738413,17.05829,246.584
Male,1500,Interregional,3,11.516481,0.108778,0.891222,5.253905,18.91406,220.511
Male,1500,Interregional,3,12.822978,0.14035,0.85965,4.877643,17.55952,226.453
Female,3000,Regional,4,9.123884,0.110115,0.889885,4.116388,14.819,154.498
Female,800,Regional,3,12.324168,0.165813,0.834187,4.371797,15.73847,128.523
Male,10000,Interregional,3,7.696749,0.0557,0.9443,5.005463,18.01967,170.016
Male,1500,Interregional,3,10.623087,0.101831,0.898169,5.310445,19.1176,163.072
Female,1500,Interregional,3,9.489164,0.10453,0.89547,4.3851,15.78636,209.664
Male,800,Interregional,3,14.523327,0.165289,0.834711,5.242112,18.8716,140.995
Male,1500,National,4,12.47818,0.12034,0.87966,4.915596,17.69615,242.81
Female,400,Regional,3,17.245644,0.251826,0.748174,3.490096,12.56434,175.317
Male,1500,Interregional,3,11.23015,0.112696,0.887304,4.938487,17.77855,231.377
Male,800,Regional,3,11.185199,0.124588,0.875412,4.778961,17.20426,183.684
Male,10000,Interregional,4,5.923235,0.022228,0.977772,4.960753,17.85871,95.575
Male,1500,Regional,3,9.677118,0.110159,0.889841,4.301202,15.48433,212.365
Male,800,Interregional,3,11.381454,0.117768,0.882232,5.449667,19.6188,110.834
Male,1500,Regional,3,9.486969,0.110579,0.889421,4.112061,14.80342,244.867
Male,5000,Regional,4,6.949536,0.049179,0.950821,4.587216,16.51398,293.931
Male,3000,National,5,9.420052,0.071861,0.928139,5.400452,19.44163,242.453
Male,800,Interregional,3,12.950304,0.142562,0.857438,5.408789,19.47164,119.494
Female,10000,Regional,4,7.832213,0.102252,0.897748,3.467943,12.48459,189.275
Male,3000,Interregional,4,10.01049,0.089461,0.910539,5.229069,18.82465,203.892
Male,1500,Interregional,4,11.528439,0.11873,0.88127,4.907995,17.66878,237.984
Female,10000,Regional,5,7.409494,0.083853,0.916147,3.866561,13.91962,162.164
Female,1500,Interregional,3,8.926785,0.090646,0.909354,5.070885,18.25519,78.212
Female,400,Interregional,3,14.717142,0.201296,0.798704,4.081684,14.69406,166.807
Male,1500,Regional,4,12.51423,0.144833,0.855167,4.655755,16.76072,186.465
Male,1500,Regional,3,10.20362,0.118746,0.881254,4.148972,14.9363,332.186
Male,1500,Regional,4,8.716418,0.096,0.904,4.017458,14.46285,301.157
Female,800,Interregional,4,10.629882,0.134603,0.865397,3.858422,13.89032,301.502
Female,10000,Regional,3,5.317184,0.045844,0.954156,3.647594,13.13134,128.256
Male,400,National,3,22.647811,0.254479,0.745521,4.56022,16.41679,222.701
Male,1500,National,4,10.447985,0.088827,0.911173,5.164383,18.59178,390.56
Female,800,Regional,3,10.942423,0.146971,0.853029,4.245477,15.28372,132.375
Female,800,National,3,11.103716,0.131089,0.868911,4.922836,17.72221,107.965
Female,1500,Interregional,3,8.753238,0.099114,0.900886,4.346372,15.64694,167.071
Male,800,Regional,3,15.314356,0.178057,0.821943,4.027424,14.49873,371.655
Male,3000,Regional,3,9.27168,0.101052,0.898948,3.982892,14.33841,584.303
Male,1500,Regional,3,9.800119,0.101516,0.898484,4.650806,16.7429,245.387
Female,1500,Regional,3,8.765779,0.12922,0.87078,3.424607,12.32858,214.327
Female,1500,Regional,4,12.315734,0.167411,0.832589,3.418519,12.30667,378.85
Female,1500,National,3,10.919171,0.116832,0.883168,4.873785,17.54562,189.932
Male,3000,Regional,3,8.063356,0.070448,0.929552,4.984155,17.94296,106.594
Male,5000,Regional,3,6.609541,0.039196,0.960804,4.944105,17.79878,106.348
Male,800,Regional,4,12.489199,0.150351,0.849649,4.559067,16.41264,166.925
Male,800,Interregional,4,13.70296,0.146616,0.853384,4.755591,17.12013,235.862
Female,800,National,4,14.446059,0.188707,0.811293,3.884309,13.98351,233.799
Male,400,Regional,3,13.262165,0.161718,0.838282,4.447607,16.01139,167.301
Male,1500,Regional,3,13.295389,0.158142,0.841858,3.925971,14.1335,487.047
Male,800,Regional,3,13.462985,0.158619,0.841381,5.079724,18.28701,128.322
Female,3000,National,5,9.156476,0.091264,0.908736,4.765617,17.15622,150.936
Female,1500,Regional,5,9.011922,0.10673,0.89327,3.888995,14.00038,225.44
Male,1500,Regional,5,9.603806,0.104332,0.895668,4.302196,15.4879,216.228
Male,1500,Regional,4,9.473814,0.091515,0.908485,4.554979,16.39793,382.094
Female,10000,Interregional,4,7.115389,0.061335,0.938665,4.400385,15.84139,166.526
Male,1500,Interregional,6,9.760807,0.085499,0.914501,5.058782,18.21161,225.726
Male,10000,National,3,8.684521,0.057298,0.942702,5.533317,19.91994,240.619
Female,1500,Regional,3,9.799047,0.136119,0.863881,3.684745,13.26508,223.176
Female,1500,Regional,4,9.460206,0.117591,0.882409,4.176566,15.03564,152.442
Male,10000,Regional,5,8.401928,0.091611,0.908389,4.076543,14.67555,273.854
Male,3000,Regional,3,10.100036,0.106619,0.893381,4.514478,16.25212,315.097
Male,800,Regional,3,14.236233,0.172372,0.827628,4.927182,17.73785,137.42
Male,800,Regional,3,17.891137,0.218316,0.781684,4.46655,16.07958,195.223
Male,1500,Regional,3,11.217085,0.128764,0.871236,4.328318,15.58195,258.83
Female,1500,Regional,3,10.039975,0.136052,0.863948,3.803599,13.69296,218.868
Male,800,Regional,3,11.472519,0.132967,0.867033,5.025974,18.09351,112.061
Male,800,National,3,15.113953,0.16073,0.83927,5.657697,20.36771,140.058
Female,400,Regional,3,11.393465,0.167332,0.832668,3.985211,14.34676,120.878
Male,1500,Regional,4,9.639539,0.093552,0.906448,4.935221,17.7668,178.777
Female,1500,Regional,3,11.046108,0.142855,0.857145,4.541633,16.34988,110.77
Male,3000,Regional,3,11.16907,0.129695,0.870305,4.052701,14.58973,446.048
Female,1500,Interregional,4,9.819741,0.116859,0.883141,4.09522,14.74279,263.3
Male,1500,Regional,4,10.847128,0.126611,0.873389,4.581564,16.49363,156.8
Female,1500,Interregional,6,9.827097,0.109494,0.890506,4.192221,15.09199,266.931
Male,1500,Interregional,3,9.846177,0.090116,0.909884,5.072865,18.26231,200.495
Male,800,Regional,3,12.053831,0.152492,0.847508,4.613241,16.60767,130.142
Male,3000,Interregional,4,9.173351,0.083688,0.916312,4.96344,17.86838,195.998
Male,1500,National,5,11.490686,0.103726,0.896274,5.677827,20.44018,139.054
Male,1500,Interregional,3,12.218382,0.131699,0.868301,5.545745,19.96468,99.065
Male,400,Regional,3,17.270302,0.230844,0.769156,4.13521,14.88676,162.444
Male,1500,Regional,4,10.490598,0.11681,0.88319,4.481532,16.13352,234.173
Male,400,Interregional,3,17.906667,0.219758,0.780242,4.621988,16.63916,168.493
Male,3000,Regional,3,9.198928,0.09708,0.90292,4.623939,16.64618,118.162
Female,3000,Regional,6,6.866891,0.091379,0.908621,3.363438,12.10838,181.165
Male,800,Interregional,3,13.2513,0.147107,0.852893,4.862593,17.50533,220.524
Female,10000,Interregional,4,7.403212,0.069424,0.930576,4.339115,15.62081,152.67
Male,3000,Regional,3,9.869238,0.096013,0.903987,4.816294,17.33866,278.078
Male,400,Regional,3,13.339935,0.170807,0.829193,4.626875,16.65675,133.45
Male,1500,Interregional,4,11.285298,0.114787,0.885213,5.219736,18.79105,146.935
Male,800,Interregional,5,12.420138,0.129121,0.870879,5.05212,18.18763,187.608
Male,800,Regional,3,12.775934,0.161305,0.838695,4.697169,16.90981,128.02
Male,800,Regional,5,10.301587,0.115433,0.884567,4.190993,15.08757,253.7
Female,800,Interregional,4,11.543004,0.140963,0.859037,4.494525,16.18029,152.308
Male,800,Regional,3,14.985466,0.178237,0.821763,4.934837,17.76541,153.672
Female,3000,Regional,3,8.886208,0.109867,0.890133,4.162239,14.98406,150.455
Male,800,Regional,4,12.784143,0.144685,0.855315,4.825175,17.37063,176.172
Female,1500,Regional,3,11.062731,0.147121,0.852879,3.840555,13.826,253.053
Male,1500,Regional,3,12.822636,0.14325,0.85675,4.739623,17.06264,238.612
Male,800,Regional,3,12.206159,0.137604,0.862396,5.255893,18.92121,111.809
Male,800,Interregional,3,13.365924,0.146205,0.853795,5.0068,18.02448,162.236
Male,400,Regional,3,13.86276,0.176049,0.823951,4.128701,14.86332,190.979
Male,800,Regional,3,13.684285,0.16547,0.83453,4.952186,17.82787,130.513
Male,800,Interregional,3,12.414211,0.132164,0.867836,5.094118,18.33883,190.903
Male,400,Regional,3,18.018958,0.239187,0.760813,3.830538,13.78994,208.473
Male,800,Regional,3,13.147816,0.150496,0.849504,4.631117,16.67202,242.473
Female,800,Regional,3,10.314205,0.132517,0.867483,3.809706,13.71494,277.866
Male,3000,Interregional,5,10.274177,0.097211,0.902789,4.789433,17.24196,328.055
Female,800,Regional,3,9.914351,0.125767,0.874233,4.444407,15.99986,110.762
Male,800,Interregional,3,14.212083,0.158416,0.841584,5.403656,19.45316,130.88
Female,800,National,5,11.751171,0.126061,0.873939,4.5187,16.26732,227.702
Male,800,Interregional,3,15.183137,0.179781,0.820219,4.964659,17.87277,153.911
Male,800,Regional,3,13.987727,0.171055,0.828945,4.754472,17.1161,152.518
Male,10000,Regional,4,9.70436,0.111603,0.888397,4.097098,14.74955,192.518
Female,1500,Interregional,3,8.362141,0.082738,0.917262,4.676254,16.83451,143.196
Male,1500,Regional,3,9.655234,0.096167,0.903833,4.770075,17.17227,236.251
Male,1500,Regional,5,11.661011,0.126738,0.873262,4.607762,16.58794,241.989
Female,800,Regional,3,12.39342,0.170213,0.829787,4.23689,15.2528,135.51
Female,5000,Regional,5,8.689516,0.099198,0.900802,4.268443,15.36639,146.33
Female,5000,National,3,8.568075,0.078079,0.921921,4.854384,17.47578,154.847
Female,1500,Interregional,5,9.136356,0.100812,0.899188,4.380896,15.77123,175.659
Male,400,Regional,3,16.579859,0.208004,0.791996,3.993279,14.3758,226.488
Male,800,National,3,13.520952,0.134266,0.865734,6.06703,21.84131,107.727
Male,10000,Interregional,6,7.688715,0.059289,0.940711,4.856898,17.48483,159.112
Male,800,Regional,3,12.152207,0.141261,0.858739,4.625845,16.65304,205.105
Male,1500,Regional,3,12.764069,0.146808,0.853192,4.586461,16.51126,242.846
Male,3000,Regional,3,8.435935,0.084347,0.915653,4.249126,15.29685,338.877
Male,3000,Regional,3,6.989603,0.05846,0.94154,4.498818,16.19574,166.09
Male,400,Regional,3,18.615644,0.233926,0.766074,4.377124,15.75765,174.929
Male,800,Interregional,4,15.009704,0.168153,0.831847,4.752059,17.10741,223.24
Male,10000,Interregional,4,9.344168,0.084566,0.915434,4.878715,17.56338,243.44
Female,5000,Interregional,4,8.720658,0.092595,0.907405,4.176387,15.03499,277.872
Female,800,Regional,3,13.469813,0.195585,0.804415,3.234477,11.64412,320.856
Male,1500,Regional,5,11.282064,0.125066,0.874934,4.251446,15.3052,278.342
Male,1500,Interregional,4,14.174165,0.153803,0.846197,4.93977,17.78317,213.633
Male,3000,Interregional,3,10.690949,0.10421,0.89579,5.081513,18.29345,191.315
Female,400,Regional,3,11.831752,0.169959,0.830041,4.040328,14.54518,130.951
Male,800,National,5,14.270038,0.153931,0.846069,4.500906,16.20326,328.979
Female,800,National,3,13.724997,0.1694,0.8306,4.762451,17.14482,142.961
Female,1500,Interregional,5,9.90318,0.1199,0.8801,4.14911,14.9368,191.719
Male,400,Regional,3,15.150138,0.1878,0.8122,4.802562,17.28922,140.955
Male,800,Regional,4,13.951147,0.16926,0.83074,4.404874,15.85755,204.442
Female,800,National,3,14.806202,0.188192,0.811808,4.508166,16.2294,162.299
Male,3000,Regional,3,8.940539,0.081755,0.918245,4.876318,17.55475,224.605
Male,400,Regional,3,15.724607,0.195556,0.804444,4.651399,16.74504,159.823
Female,1500,Interregional,4,9.147584,0.099725,0.900275,4.367763,15.72395,221.78
Male,1500,Interregional,3,9.964744,0.089032,0.910968,5.427598,19.53935,147.108
Female,1500,Regional,3,9.210051,0.123963,0.876037,3.778716,13.60338,207.543
Male,10000,National,4,10.01939,0.079897,0.920103,5.523683,19.88526,177.404
Male,400,Regional,3,15.729402,0.193755,0.806245,4.78429,17.22344,149.185
